Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10
AT1G01210	0.520340297308206	0.486529479911488	1.06731982646721	1.23611493723971	0.385038798841089	0.811715999930138	0.376714248232407	1.2925118899038	1.44115959040697	0.34479740686815
AT1G01220	2.30565565766341	0.468761452777926	0.811353844120197	3.3776220292794	0.554216030137327	2.35608216942433	1.10717696265059	0.512311486132485	0.883231209137377	1.47241188034772
AT1G01225	1.47549345638374	1.12348175338987	0.670036282880072	0.866490218854513	0.62560850390924	0.706168125922864	0.556073818874165	0.5262257211896	0.10623437724684	0.120179269856914
AT1G01230	3.63692933496649	0.444480364448225	0.427162732653209	0.450744739022257	0.371302964554422	2.48613022376088	0.246834749791258	18.8579142353225	3.03640317001477	0.629945782488165
AT1G01240	9.52279467363458	1.71246392293826	0.45669123563709	1.67221876001342	9.2840283229617	2.55814594539942	0.801818515364405	1.17733697590283	0.28800859768882	0.765937572159486
AT1G01250	2.96852561795861	1.02379217497796	1.69010428852128	0.97316119362089	0.089480899562014	3.21618717163926	2.20827015835445	1.17943517228065	1.45475874946967	1.46272628632037
AT1G01260	1.26431786541691	1.72241809169034	0.564616825391815	0.657122766894039	1.17976132430916	0.60194227972179	3.16625582438631	0.23458743311763	0.736524089350315	0.255751532904863
AT1G01280	1.81353251318782	3.1742636733782	0.188736738317126	0.496516852193117	0.846984389701378	3.62855418092088	1.53135192520953	0.700255127406169	2.11283865330891	2.44237818178445
AT1G01290	0.390904670974022	2.15144243912923	0.851831932445871	0.293630265999233	3.58966099058344	5.74445619604305	0.851776373579061	1.06941820792244	1.95785547014734	0.390202657716765
AT1G01300	24.2964062539948	0.408435342066432	0.455561747502417	0.169212108011682	0.522050530726762	1.02400488459329	0.240217853478318	4.92204538125715	1.13181594680807	0.386809817248667
AT1G01320	1.91666504012759	0.373784076321166	8.99973963700325	0.125920314390011	2.35953142087684	2.41526067297127	0.689629510437793	4.05254094707558	0.511197779732798	0.539217352421019
AT1G01340	5.90177069639895	7.15572571765957	2.00195767388045	0.585747501445702	0.256582503051736	0.311521850910148	2.22450072463442	0.83876233562497	0.957989708904576	1.49303283786501
AT1G01350	6.57623147944927	0.332938296896098	2.23654463981167	1.84971705511281	5.56396139322141	0.0956848402688046	1.37016757514922	1.48515672149844	0.860976391080037	0.778240392955019
AT1G01355	1.18345199604785	0.348574323949288	0.561464960304656	2.13132516585357	2.38236122138412	0.433072332066443	1.06720436862979	1.01833342404547	0.526869945089602	1.06853050963378
AT1G01360	1.95235193342288	0.790134995002516	0.697128790400956	5.3350553634902	0.634711904965599	1.49584069032879	2.14286796372898	2.02812985892328	0.471085096410923	0.248995842079292
AT1G01370	2.20026104238869	1.04060943055591	1.19966266081335	0.389558212558386	1.69258820724005	0.165011490863272	1.6080845618808	0.41300465137875	4.00363516423743	2.98953720412199
AT1G01380	2.91610224089529	2.93733810268344	0.888754047842887	9.30052285611659	0.28117364076067	0.17790942893448	1.71190072719772	1.65981968945078	1.00758355923824	2.01716131126242
AT1G01390	1.33504942028676	2.77275489730642	1.08614887366271	0.814951858573064	3.63134631647444	1.02454418558421	0.590340378118146	0.462547321375807	1.46484990629284	1.76033460270442
AT1G01420	2.68952353795308	1.71524689343513	2.36746444908789	0.494927530707392	16.310009800819	1.49229404367069	1.1849076600884	0.403667910926611	2.13200581860084	0.560190777736015
AT1G01430	0.940197515984732	1.4548687875546	2.38546225904314	1.38466403643913	0.530645372132634	0.823134555424386	0.95033003128914	0.411803694905297	1.50345258957855	6.17145928961223
AT1G01440	0.321467279014152	0.955395468601307	1.37097504953833	1.38297896907678	1.36765703868098	0.192625599249429	0.0915955424886568	0.314511329730181	0.269881138134237	1.41523192785879
AT1G01448	4.33852930319643	0.670218965825759	0.872021827938445	0.559237482877362	0.211967024178096	6.42677462174138	1.52673389682132	2.30121537840211	1.27702769333488	1.86864245999645
AT1G01450	1.69072001519399	2.48581735562413	13.8091727386685	1.87069806922776	0.394497741731386	1.89754742978896	1.03492776919044	1.93101526257649	0.528132192415687	2.73191957221883
AT1G01453	1.88503424884673	1.22581102045017	0.255383934800391	0.246639840300658	0.169893193619098	0.514631986649042	0.25028651903502	5.03812232251727	2.36328867086996	1.95598248515935
AT1G01460	6.41314851306015	3.58661255011907	0.169444310110536	0.21308923118835	0.327117699455527	1.00869500307618	2.97352538260466	0.732997051527354	0.612601196921327	16.7559461903227
AT1G01470	1.28580206765458	0.928176479267444	3.19742270278169	0.239053500289824	1.1155244230538	0.360876719572826	1.71008860138444	0.540760486569369	6.15174845006576	0.680845552624496
AT1G01480	1.45754473198817	1.76117091960407	0.880156111385098	3.36104408970709	0.7915672026531	0.371643853704534	0.865756932019232	5.25565555404348	0.251513910234724	2.08831330247532
AT1G01490	0.972352006442868	2.18985137350052	2.62688710649055	6.22105866965212	5.64965967881066	1.99164579118025	0.629916586262369	0.576632105568946	1.11233422073951	1.98751686894745
AT1G01500	0.575970548498695	1.42956834085523	0.362006876728594	0.351443715855855	0.737692091721012	4.9925734178282	1.95609842701687	0.573035477678749	0.422951154779652	0.883726064235414
AT1G01510	1.4294353606386	0.484073600089462	0.163329906259398	0.396469044664462	0.199969133806986	0.227950244032779	0.315271635724718	0.381226299099069	3.48216982726724	0.377390939324038
AT1G01520	1.28379406354478	0.879292138810588	0.194862661735128	1.29475201620405	0.188303446948961	2.79107638875374	0.263507684455514	0.372448818467243	0.32357261243103	2.28288434555806
AT1G01540	3.33397398520397	0.129289573665641	1.28740387758945	0.201014538426317	0.390659462029364	1.00824916923805	0.0494844428130568	1.11065534696463	0.263436768620583	3.39057601418475
AT1G01550	0.566742856695797	0.661115894251639	0.880792753013739	1.68044293094313	1.738483841636	2.23724041655508	1.27125821131047	1.16271448085486	1.00458205337661	0.494621011068337
AT1G01560	4.63783967868681	0.749471198485684	1.75934977398733	1.56413874500832	1.78343145311869	4.12755566371391	5.60467293640439	0.296703332957393	0.604818371247667	1.18285184686477
AT1G01570	6.93961564530501	0.635790686846114	0.983151537541777	0.632086335086578	5.52224686483349	1.78260743809072	1.62804822765522	0.990997987273109	1.94213902059327	0.401959769192645
AT1G01580	0.336172862894822	2.15226425907642	2.59387879113972	3.69240257702103	0.774546374172697	2.13045825390272	0.486074014799358	1.75714710454144	1.34423070812553	0.572809334816111
AT1G01590	0.861839392778937	0.649307034716385	0.837240296534196	9.42292729753863	0.701240068937059	4.06077883165065	0.667502613693851	1.53758073308889	0.539655447499524	1.52715475520559
AT1G01600	0.217582032131122	1.53166400322611	0.976485251698638	1.46548319918652	0.465343240210703	1.9563635630178	1.16926907956751	2.07426142159261	0.354786800171463	1.85857642267724
AT1G01610	0.870163984413023	0.988646772473942	1.35368561602436	0.52471293004194	1.18899256614962	2.20460998347273	0.34115803632299	0.656056537850158	1.04216179065315	7.84591206296482
AT1G01620	0.896531978866496	0.132193087731007	0.714036851754021	5.79676950945515	2.43393963454416	2.08144502627745	0.78073168063224	0.44200193363134	1.76853958962911	0.298376400336456
AT1G01630	0.572765370822525	0.656788324163238	0.382281584667416	0.583956577731883	4.00238126981468	3.88504472441188	0.406102903251672	0.315225200149183	1.54845090441998	0.476211142362299
AT1G01640	2.92105439321274	0.320586564784257	1.95615173582998	1.18010496489626	0.464059308965306	1.17877299192129	0.408505424669366	0.323244084566077	0.598868927069864	0.503659391953852
AT1G01650	9.68433035193503	0.875495386621218	1.11528742016542	0.840537732136719	4.27732545644357	1.16658246128085	9.07865978037984	3.11136860363305	1.66945225509999	1.21004574726499
AT1G01660	10.4474373006972	5.10949152273728	0.161950687615611	1.04682347140616	1.60513631489618	1.83822535329701	0.508340066051541	3.48674360629108	3.36124177457295	1.420114872267
AT1G01670	2.15592447526765	0.89267744331703	2.38444027677618	1.60814938141262	3.52205723997473	1.09816130576979	0.238689301341509	0.448786037626819	0.32170813219045	0.0922632019483529
AT1G01680	1.26591044042231	0.64883138071036	2.40170392769137	0.763282023488163	0.611465900530057	2.6855765519532	0.350047051203849	1.3302589515767	0.372317907935646	0.0952935017898657
AT1G01690	1.11883819226116	0.559476995526494	4.12383390410362	1.27977049400111	3.97914206565957	6.53256327848069	0.243833070698307	0.302277670885278	1.67788531134724	4.95138994494161
AT1G01695	13.6074251718998	2.43116569131006	2.04153844147587	0.813207935295319	2.13184098144926	0.396218519194383	0.233343919400029	0.0508744523414514	3.39229250756898	10.5989949734175
AT1G01700	1.66381048233117	1.38042945149382	3.19275504148548	0.799266402489955	4.76123326137086	1.00331517368523	0.562206759087155	2.71606823832086	1.14578885843002	0.439643570175314
AT1G01710	0.218212806660359	3.50599097519179	1.6023012377166	0.836005190281287	0.271614880382786	0.92436080024846	1.90411572969832	0.679753944005854	2.32590740150711	0.651539443175085
AT1G01720	3.76291248700879	1.39736072903955	0.230425358101594	2.87287950291582	2.66025673136469	1.0391228830155	0.346636485644342	1.17037444209123	0.812089244154304	2.43148310569936
AT1G01725	2.40137108863728	0.154631845039798	2.59556062378359	0.962908557821917	0.684436335048452	0.161229654438044	1.31278525997598	1.65634932617624	0.269739908595837	0.944079160762393
AT1G01730	0.360053964665553	0.644337986785232	1.36032555316115	1.93684161004643	0.698596169374872	0.610386828969394	0.343455506424256	3.43712099876789	3.08665726053842	0.829041810255385
AT1G01740	1.11828328393757	2.81691924957626	0.318980769172526	3.61040584241211	0.500959173212728	0.104916781679887	11.795591140246	1.08934318583681	0.550481933413279	2.60662556397221
AT1G01750	1.46426905817445	1.79794482394431	1.0256671168459	0.450183574187973	0.593527206627562	0.268508424898958	0.681740585155856	0.63532384694581	0.315429791613788	0.153624019811216
AT1G01760	0.489111630188242	0.870568453954569	1.79384379053594	0.743121134337587	0.517454941246131	4.09697967683018	0.689801338328355	1.05496018072425	0.888850707562413	0.716403372545464
AT1G01770	3.38295777665178	1.84918404207261	2.79982191196675	1.38270988706477	2.35433107536846	1.61117678706994	2.45031098178971	0.298053186402797	0.758581236451992	0.150896688182577
AT1G01780	0.852954679101667	0.398399035172808	0.409994538672476	1.81370761372222	3.02022305480473	1.00392708971739	1.86939207976193	0.265309084242218	3.0996313575948	0.688410151537194
AT1G01790	1.28080072064872	0.745560836569387	3.0541736594331	1.04734512895468	0.909613353256914	20.9956248954435	0.407094501684297	22.8390945988177	2.48063514339171	0.40331151598967
AT1G01800	1.44340620051281	1.06959892931708	1.12702003065488	3.62067927068774	0.428524237587964	0.999417228213281	3.48244392087286	4.25786319720883	1.33257793940241	4.93162963602252
AT1G01810	0.939127573249924	1.79223921789116	0.995131511386884	0.807086941309749	0.322191305623563	0.631438452525333	5.2468020679317	0.602676866308094	1.51044523530006	0.926225562178188
AT1G01820	1.47972231340793	4.8071443487634	0.835327776902301	2.43706584735133	2.029412224773	2.88431224977101	0.658062760871895	5.04899715062883	0.230540436496614	0.98989386461802
AT1G01830	0.365228322625571	1.08434454500915	1.11766859148352	1.96953227653109	1.11987964701187	0.9047913125281	0.153715528868189	1.81699278628864	1.02538683086205	0.781200316440111
AT1G01840	0.418267720997747	2.53584078643492	0.212058458446751	0.775887268444753	0.355558029565888	0.505406360441057	7.86246677792752	1.11434379864736	5.96032826150544	3.59710850499564
AT1G01860	1.33793108721186	2.32952953491372	6.61688441909109	0.422542928313352	0.69577149562102	0.178031213017264	1.64307584302529	0.12385006740923	1.11799530883646	0.784696933589283
AT1G01880	4.77354888876402	0.462723777568096	0.361655681358971	3.41964783262334	1.41680340943667	16.9391491685846	1.80147160174526	0.765535235529276	2.51999801088167	0.0928690154602918
AT1G01900	1.11781857072088	0.849030251601142	1.9574778934962	1.25227074570281	1.47598858036458	2.21201863510615	0.205847908027679	1.51018018083635	2.2285666031873	1.39699152811965
AT1G01910	0.412720135736977	2.66700102423578	2.57729042396771	1.81375789721261	0.808785854851545	3.63473950238587	0.276869208428339	1.99208107026589	1.15778960017121	2.18764775203981
AT1G01920	0.669841304129008	0.626862997986712	1.7656775459732	0.52904601217093	0.827649325906491	4.11770176728102	0.808772529783419	3.89056131443891	0.624400516026975	0.473683890528393
AT1G01930	1.94647019683934	1.54564055086143	0.683147668702516	0.984507055172211	1.60876062471505	0.781255165902645	1.93649078533582	0.640936384992488	1.68537216951345	4.33841962306548
AT1G01940	0.909938744783344	4.25225293503055	1.02551565035402	0.598533585092021	0.463858771548916	2.16370743467059	1.02646156625835	1.14208054731475	0.32984559080352	3.96776108917685
AT1G01950	0.492682068602406	0.523144944520067	0.779469997479089	10.5587894656326	0.302319748866457	0.857031975296765	1.65350832421757	0.214652054834555	0.420468211616439	0.884203699197459
AT1G01960	3.29243346450664	4.78685470639369	0.5289906670598	1.15186026366714	0.378595479712819	1.62994849932829	4.20564261585031	0.553722036549422	1.13625721519628	0.858518055289488
AT1G01970	1.89426426261341	2.76591855235416	0.968720572295735	3.68769202349714	1.64588427452459	2.46989464310727	0.646674081629094	2.65485830129409	2.12481849752521	0.541555430601466
AT1G01990	0.317154746609802	0.299785054567964	2.89291386654054	23.9791940824723	1.41757480846482	3.84601923017299	1.93801904976524	1.10200390664031	3.34990608034042	2.68073288550603
AT1G02000	1.45337002764339	1.79151188098585	2.0259891917949	2.83876015367074	5.55077356657765	0.399799964095972	0.692236939855381	0.498920459808697	1.62727126767504	1.73127539014918
AT1G02010	1.26073039251568	2.3614619700965	1.43796689461119	0.643980097363026	0.782273793491054	0.326973676344318	0.487960635279859	1.38754453188069	3.50269734994236	1.37491646124056
AT1G02020	2.37541946294482	1.73374807340815	0.272602349114452	6.46842511267396	4.67673932522127	2.29180137395091	0.603081589377812	0.413236474917235	1.3005563196572	2.1061183903313
AT1G02030	2.60347790622753	0.320335484723562	0.792591463400871	0.914029322781768	0.732810045510379	1.09787656115085	2.00745785955676	0.573387005885532	1.04048383182779	4.03667156636773
AT1G02050	1.16871895185398	2.26087034170936	0.976634746658647	0.47609714813558	2.0495853656756	0.527650230417557	3.66118201068013	6.2186580624962	1.98251511641721	0.0675229302267996
AT1G02060	2.43613241406334	1.13016783641248	0.655727035631931	1.37772902209088	7.54013171652272	10.1530464903184	2.40630488717899	1.24833248949695	0.267157010954793	0.674041617593383
AT1G02080	4.66321325888445	1.53883063715104	0.388815228775138	0.901094937436029	2.58992569375777	0.880274466434068	1.16064604367602	0.535164730816371	1.49991902574496	0.675806334027194
AT1G02090	0.908128726293933	2.14994625490688	4.876146056637	0.679166350199703	1.26435021283237	1.16839683290502	0.956981343159714	0.621317282142789	0.247303283588888	0.422074594150736
AT1G02100	6.16600612440343	3.61083867410673	0.413732431293648	0.874762175594003	2.12526327161498	1.29017105175745	0.350228267605881	0.387587060618277	0.521286300301805	1.39811092414418
AT1G02110	1.27943578934984	1.06402823428152	0.302508898527035	0.699509394154951	2.81950725578921	2.68989833815038	0.914881311606688	2.34853894967687	0.854366162767316	0.526004375403126
AT1G02120	3.10623885956238	4.93264613306725	0.311305492789686	1.80808057383284	1.5328586355206	0.289230180502683	0.394140503243761	0.34971814349106	2.61502215417392	1.22933608073274
AT1G02130	1.02918714316052	0.25773568541778	4.34392508656402	8.19587978269148	1.08561810162061	0.0978437886670808	0.570821700652268	3.1552670788072	6.08911327253824	2.0466531174221
AT1G02140	0.536561269664566	0.457695048062577	3.10389320639328	2.77696168083304	5.5711102749424	1.41579349496891	0.699762634183346	0.414833212359069	0.545971445362664	0.964247274919336
AT1G02145	1.38566051871502	11.5789037328552	0.165215699460915	0.553387085824252	0.422607836108304	11.9075282765256	0.33859733117952	3.16942339085767	0.616131956060676	1.48187317225091
AT1G02150	0.626109041045105	0.127156256546252	0.638129273957468	2.88791780936911	1.26555320685176	0.709153355878461	2.61538040019162	2.37647897547395	1.04439470130148	2.59922208236537
AT1G02160	1.02924048539878	4.91017918257146	0.310752334178052	0.2658385119847	2.13712961992464	0.95977830289824	0.584572770869286	0.110598508086496	0.148861135995897	0.262006785033815
AT1G02170	3.74911548915436	1.82081080038745	7.02555172480197	1.06703316920725	0.568318525661836	0.580604683245654	2.59989217367356	0.556984874249389	0.229726763445188	0.523295699365415
AT1G02180	2.15151041455007	2.59039833078994	0.0964493259574197	0.707944514193093	2.92145880586092	2.16931202916375	5.52443848559711	0.790118551181383	0.31858223186197	1.35546627844359
AT1G02190	1.99334830955762	1.47962654704796	3.03625571582147	5.56607890197685	2.10264683581595	0.403842519763266	2.01388031142472	2.0811152032854	0.887143246105249	0.217796303185709
AT1G02205	1.44585309169102	1.33962740874691	1.00805801267212	0.177178532219579	2.73952947467618	0.825412238102122	7.57681651319539	0.576296934313991	0.642678533651199	1.89743292022048
AT1G02220	0.363581241356918	0.993488006973432	5.26938384431004	0.234149731662873	0.26409336054496	1.61510845857129	2.33914679553896	0.439539904852432	1.14056228739005	0.849839017143105
AT1G02230	3.39163159964133	1.03766618889625	3.20946652344829	2.86039983877104	2.21085614262759	0.0751481398711894	0.0833884962922989	1.28249133238234	0.110653655844203	0.436682468960302
AT1G02250	1.1746950537967	2.18454807851806	2.33282924686129	1.8269273631943	4.10758559566179	1.28506718387608	0.915726417297183	0.650336555283161	0.489205589086986	0.31070305715713
AT1G02260	2.24994263449383	1.29435518870196	1.45200236228466	0.894131307048658	0.273525747221391	0.917545219405743	0.131591182612386	1.2298443039241	7.13180632614673	0.655034617047247
AT1G02270	1.46386146412626	1.74544023048857	3.90439867262145	0.355605461517078	18.7781098619827	0.241824865031827	0.9739448061415	1.8281633178256	1.05363053461945	0.475525565344923
AT1G02280	0.290448956132114	1.00891589012541	0.316082291540122	0.515771122596148	1.70702429348455	0.880632998489001	0.511932755015204	1.00529043595243	0.309755099540185	1.21922283747105
AT1G02290	0.615843736929512	0.36125612946672	9.01252385443584	1.53931731832836	3.83938399837331	3.66785739894842	3.5591245448053	2.97964592487667	2.37929438007351	0.812602313948671
AT1G02300	1.51529786283539	0.198435679297107	0.349812285366296	0.710959702084465	0.101083508927336	1.68907495767357	1.86412820057342	1.00545175342111	2.91593632314919	1.25420103355658
AT1G02305	1.01113183604297	0.874894858498156	0.43169713117657	0.367825119841611	0.530359715790655	1.64176022633259	0.87795306166049	2.57432403178859	0.283707626622214	0.870310876036337
AT1G02310	5.9824321572622	0.259827283630997	0.59491070047911	0.544423633905651	14.9215136730357	1.73448001894643	0.334334739637468	1.02097327197711	1.35543783521403	0.206913422904771
AT1G02330	1.68197452120829	2.08229653351879	1.19464222752414	1.447154405188	1.60370400899055	0.695064823609654	2.16088589968388	0.449104693289515	0.3004615647566	1.7276835754439
AT1G02335	0.374327350739852	0.783642402848726	2.04187743486454	11.8526405896247	1.50181403345256	0.854184848702725	1.58353871855281	1.06555948623035	1.53809065077545	3.63907766447936
AT1G02340	0.823678435665618	1.95637149550172	0.0820432684456753	2.18579259747093	0.176624506055091	0.134645523588678	1.24587164217439	0.332740898103974	0.258592010149889	0.898266489159718
AT1G02350	0.77538799172435	1.06490854414042	0.319967322240557	0.184088078576537	0.892317080841377	0.65721629450177	3.31324323036365	3.47628064534054	0.38880806631664	3.16357538525037
AT1G02360	0.991199703021033	0.247787945158629	2.28900699859043	0.538756567786273	1.50280396145788	1.05593080273217	0.386460426721962	0.39751179001345	0.254913303275522	0.835191155735517
AT1G02370	2.29277896976383	0.161059235483277	1.95414095543002	0.916860512283805	2.97344106099881	0.752985358692247	1.29548461659404	5.02348755096514	0.875132111577918	1.3379213755034
AT1G02380	1.2411112828568	0.223321134092918	1.59318141195485	1.16526902406154	0.987947396579581	2.78325108302729	0.615158172398681	0.355908356542376	0.95191817353949	1.5875255618101
AT1G02390	0.704824385350041	0.241843688487447	1.00829063069146	0.914530346450796	1.48805306648186	0.402438869501208	1.75876169536379	1.35295374725733	1.25502170511295	2.12898418051786
AT1G02400	0.344906184135236	0.353686216642372	1.87003123883375	1.84005687705657	0.963504186972862	0.731865758181762	2.39525106664345	0.461305288955789	0.776767603020179	0.968797140873194
AT1G02405	0.768708140771983	14.7997847371804	0.0526431940756258	0.768115482248658	0.399782217425275	2.18856871007772	2.04410248984051	0.413151641632112	0.492779781540302	2.547126513121
AT1G02410	1.49859138506035	0.387553805407951	4.12530355961156	1.49353141487852	0.267779059372562	2.1282258687594	0.279356356711105	0.843106056747639	0.368989708634582	0.903982097228858
AT1G02420	0.20265920933714	1.58626065543719	2.67757485629099	1.30407722569558	2.11184392440516	1.11315603741828	1.44176458356234	0.554198659807039	0.344858155853199	3.08930769030522
AT1G02430	0.0917818004718193	2.22178692174049	2.3373012260582	1.97601549963739	0.631275993868569	4.50346430508416	1.4585210089172	0.96300918094288	2.24916646503527	1.75258614432594
AT1G02440	0.969182240768712	2.01256855585758	5.37976682384284	1.01869463876882	0.217583411277575	0.518432129429975	0.922229966239968	0.448633169761893	7.46065145833573	0.936864706843914
AT1G02450	0.684530165014044	0.418357637053343	1.99617879845186	5.83392721946597	0.516004630768501	1.39820021342355	0.564322788295787	2.44235091005924	0.988098626971538	1.55089562037497
AT1G02460	1.43420452741094	0.335204466361149	1.35863843676657	0.114248008097324	1.43809414445705	1.26068602588426	1.41067331014525	2.52672920678761	1.27740876082479	2.78659631999657
AT1G02470	0.109010677763981	5.3414319742619	0.101050427252603	0.992109117143416	0.599203014484703	2.7357624534349	0.759235120001614	4.67454623603887	1.22686304378645	0.980051814028306
AT1G02475	0.610309347929837	0.248516175487282	0.341064054443716	1.3057571478936	3.94589018090953	0.320519427952212	0.108032402555275	0.617693055465878	0.343471864976164	1.75766988818185
AT1G02500	0.317204709193197	1.67914753597107	2.42917206763126	0.369931566394008	0.578876633841743	0.63538920686748	1.50447498810843	0.241892742130134	1.39114228681264	0.421498367107059
AT1G02520	0.428644586504148	0.488717996648217	1.55466777530389	3.86316698911134	1.32734629494753	0.583627311674975	0.607888136276492	2.01398030508116	2.31124384446263	21.7384078913987
AT1G02530	2.69492882236583	4.92263783396873	0.169235808098756	1.37100952243537	0.622116896444435	0.473683180215439	0.224357322544617	0.154039247753066	1.71990450330031	0.583302415016062
AT1G02560	0.520333254698266	0.076076661067886	1.98920262164444	2.07915075402351	0.515829663702609	0.714853180459573	0.384418387916617	0.119022169610522	0.264901750040324	1.71582345169279
AT1G02570	1.07669876551633	2.37904670000117	0.467613684059686	2.13446276887009	0.218346933004612	0.463372866172884	0.704800062848549	0.767064948024859	2.36840545313948	1.00977898751479
AT1G02610	0.457294594265825	0.524106754437963	0.328153458506213	4.34695280861735	0.251988470105493	1.73594515929856	3.77867205452372	2.99243815536006	0.312372126426926	1.57693189641097
AT1G02640	1.70109266137333	1.48329720013753	2.19431944916652	0.790388568152919	2.2790963183993	0.379469196688006	0.956528937207326	1.36587492819646	1.80123040470047	1.39654816357906
AT1G02650	3.61073991921928	1.20394603191093	4.2526209681526	1.00996545768604	0.397603840391696	0.442850317017465	0.250954572533281	2.64254577557741	4.91373291073398	0.305600104218946
AT1G02660	0.505863790688457	8.36448914510818	1.27249347222971	0.88165350390063	1.45822230843149	0.536521160738131	1.06393949117696	0.718254797742264	0.147874509506546	0.461524302294284
AT1G02670	1.52010607860441	1.65064117721223	0.801032814235599	0.308073751101588	3.02427833547716	1.54079115528201	1.8187130926503	0.652809986675014	0.350689613854405	2.90558378613497
AT1G02680	0.674851636810635	0.551774807174173	6.18686726547864	0.368273050422566	2.12125026827962	1.90980059325533	1.17346278136857	1.24951239629228	0.765877886943188	0.262748849206534
AT1G02690	0.413734034044104	0.203618410615294	0.38924381381617	1.04787629302731	0.828475222612992	0.453389148695471	2.23641380772865	0.739198466771107	1.34646795276171	5.68082536210266
AT1G02700	1.2783037001035	0.338030523303644	3.25348941569673	1.36239898002512	0.440267094443763	1.65411856343478	2.04026057901051	0.248332283696745	2.06800365137947	0.774178248313736
AT1G02720	2.9887485122538	0.795700468922724	0.489438877933842	7.67624876118432	1.11769503389368	6.22156205987898	0.43068767593514	1.8475483619543	0.798737488347815	1.51538937049995
AT1G02730	0.439083806528274	1.55443195713276	2.51187909003432	0.672330509643282	0.318984942515939	0.795737088018484	0.720747205799116	0.683356829854799	0.498879921513247	0.441238993179259
AT1G02740	0.867053232124282	0.659309022500082	0.845325239688812	1.75758755902104	0.607482714049095	0.450049303175993	2.4635743655825	2.17824627937211	0.280893875308585	2.61059358489669
